"subj_id","left_word","left_number","middle_word","middle_number","right_word","right_number","correct_choice_position","is_catch_trial","participant_response_position_e2","is_consistent","trial_num","chose_gems","chose_onlystones","chose_other","response_position","stoneposition","chose_gems_p2","chose_onlystones_p2","chose_other_p2","response_position_p2","correct_choice_position_p2","mentioned_rule"
"66cfab152c56aa0472529001","Net",1,"Refrigerator",2,"Crackers",2,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",TRUE
"6571fd9d691befe21fa61d18","Elephant",2,"Grass",5,"Wing",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"66312361cf5d4099e1330532","Coloring Book",4,"Teeth",4,"Shampoo",4,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"6722ea20fb84b196f0a649b6","Envelope",1,"Soda",4,"Skateboard",4,"middle",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"right","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5ddce9f0f85b50c4fc1515a4","Head",1,"Zipper",5,"Scissors",5,"left",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","right",FALSE,FALSE,TRUE,"middle","left",FALSE
"5c3bdbf548ad2900017fac31","Soap",4,"Fork",1,"Nest",1,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"6844a1b95271dfc560af4709","Camera",3,"Slinky",2,"Fingers",2,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"616ef680ab8ca318a227f5ec","Shampoo",4,"Milk",2,"Kangaroo",2,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"66d9cd06e207a93377f7820e","Scissors",5,"Pear",1,"Shoulders",1,"middle",TRUE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"5962a5b29955ee00015bce98","Monkey",2,"Jacket",5,"Can",5,"right",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"right","right",TRUE
"641384b3dffcf39ec42d3c23","Toothpaste",5,"Bottle",1,"Yogurt",1,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",FALSE
"59692d61355b45000106c592","Popcorn",1,"Phone",4,"Hammer",4,"left",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"5dd05d80b2204f1487f7812c","Earring",3,"Sandwich",2,"Candle",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"6321d9c78e8e3c04f82a0ea0","Nose",3,"Pie",5,"Broom",5,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"632d189d6b8f03d0d3db4c48","Towels",2,"Hips",2,"Sun",2,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",TRUE
"63b3377ca1ccdfc7cc567503","Battery",4,"Boots",2,"Hands",2,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",TRUE
"6678813aec86d687a654dedb","Bottle",5,"Toy",5,"Circle",5,"middle",FALSE,"left",FALSE,1,TRUE,FALSE,FALSE,"middle","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"55cce6ea34e90600058d1e6d","Horse",3,"Dress",1,"Yogurt",1,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"6658bba1a51a037d25bb677e","Sofa",4,"Fire",3,"Paints",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"60f5df9db9380d875c320307","Vacuum",3,"Radio",2,"Plate",2,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"63d5b810f3dbbd11e7e65870","Toilet",1,"Bandaid",3,"Tractor",3,"right",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"66d1fdd400acfdbc181f41e0","Scissors",4,"House",1,"Pan",1,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"67b636c4ea38855cbb08ffe3","Bacon",3,"Rope",1,"Stars",1,"left",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"5e1b795dc799223a3b447ada","Bucket",3,"Yo-yo",4,"Cherry",4,"right",TRUE,"middle",FALSE,1,TRUE,FALSE,FALSE,"right","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"5c5cad3e4ee81200018eafe2","Backpack",5,"Shirt",4,"Comb",4,"left",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"5bc5be2572df5f00014479f9","Keys",3,"Feather",1,"Coloring Book",1,"middle",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"5f8f436e4676a71879786b95","Cake",2,"Strawberries",3,"Eyes",3,"middle",TRUE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"669053bbebafdd430e770142","Lizard",5,"Mailbox",5,"Grapes",5,"right",TRUE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",FALSE
"677419f93048c66d62d2bf87","Pancakes",4,"Popsicle",1,"Oranges",1,"right",TRUE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"574aff1b5bef980007af2745","Pancakes",3,"Kangaroo",1,"Lion",1,"right",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"58404fd8ad98e40001ce915f","Mailbox",5,"Pillow",3,"Whistle",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5de8887aa2db898017debf1a","Stars",3,"Octopus",5,"Coloring Book",5,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"59d949cf8fd07a000184247e","Bag",3,"Peas",3,"Sandals",3,"left",FALSE,"middle",FALSE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"662945728093113a43ab8077","Pot",5,"Fries",3,"Earring",3,"middle",FALSE,"middle",FALSE,1,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"676058418c08c71e4bb7cbd1","Socks",3,"Nose",5,"Boots",5,"right",FALSE,"middle",TRUE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","right",TRUE
"6643d22289210a4edf21e84d","Chair",5,"Towels",5,"Cheese",5,"left",FALSE,"right",TRUE,1,FALSE,FALSE,TRUE,"right","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"58954e2dc88c680001dd4b7e","Lizard",5,"Balls",2,"Tie",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",TRUE
"5b757a03976ecb0001b1168f","Rock",5,"Swimsuit",2,"Tricycle",2,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"681b781064a5701a5ceee3bc","Glove",1,"Candle",3,"Bat",3,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",TRUE
"6716c6700f376dc7f534af9d","Slide",4,"Cow",5,"Kangaroo",5,"left",FALSE,"right",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"671a3ac3dada5efe6d439698","Oranges",4,"Computer",3,"Ankle",3,"left",TRUE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"676b89007874c8eace113276","Stick",3,"Cow",5,"Bowl",5,"left",FALSE,"left",FALSE,1,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"6825af939111d286546fdde6","Books",2,"Mouth",4,"Yogurt",4,"middle",FALSE,"right",TRUE,1,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"67164c92298409e37c670b3d","Cookies",1,"Clown",4,"Triangle",4,"right",FALSE,"middle",TRUE,1,FALSE,FALSE,TRUE,"middle","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"682b3f63d0e2c4eff64fe664","Dress",4,"Moon",4,"Stick",4,"middle",FALSE,"middle",TRUE,1,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"5d3695969749cc00165c222f","Butter",3,"Door",2,"Soup",2,"left",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"middle","right",TRUE,FALSE,FALSE,"left","left",TRUE
"664521e03117b782ed4fff45","Crackers",3,"Money",3,"Movie",3,"middle",FALSE,"left",FALSE,1,FALSE,FALSE,TRUE,"right","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"6773dea609f77d473900997a","Video Tape",4,"Pants",5,"Pool",5,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",TRUE
"637fcee60a8378c1c3a65898","CD",3,"Bell",1,"Shorts",1,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"63f77a5dde1ea03305e119e0","Fingers",3,"Jump rope",5,"Shoes",5,"middle",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"5fbf90f025a567296d943c7e","Refrigerator",4,"Table",3,"Pen",3,"left",FALSE,"left",TRUE,1,TRUE,FALSE,FALSE,"left","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"636d6ce3fb3683ff33f9e514","Sofa",2,"Spiderweb",2,"Circle",2,"right",FALSE,"right",TRUE,1,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"5af2a03697a14300017d2ba4","Mountain",5,"Chair",3,"Camera",3,"right",FALSE,"left",TRUE,1,FALSE,FALSE,TRUE,"left","middle",FALSE,FALSE,TRUE,"left","right",FALSE
"60e3a25e8be835f754795d93","Mouse",3,"Nest",1,"Ankle",1,"right",FALSE,"left",TRUE,1,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",TRUE
"66b5172c8f0bd3b23ce66c22","Wheel",4,"Suitcase",1,"Shampoo",1,"middle",FALSE,"right",TRUE,2,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","middle",FALSE
"5ba60abd9629a90001b36fdc","String",4,"Newspaper",1,"Soap",1,"right",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"right","right",FALSE
"65dc99d0191a135ab835bf69","Marker",5,"Puppets",3,"Dress",3,"left",FALSE,"left",TRUE,2,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",FALSE
"60fe7bf61c7567f5cca9ade6","Bat",4,"Shampoo",1,"Button",1,"left",FALSE,"right",TRUE,2,FALSE,TRUE,FALSE,"right","right",FALSE,TRUE,FALSE,"right","left",TRUE
"5c9d88bb2b3c77001744ec1c","Bone",2,"Toes",4,"Pajamas",4,"right",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"5e283f576dbb560114ac7714","Wheel",1,"Envelope",3,"Hoop",3,"right",FALSE,"left",TRUE,2,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","right",FALSE
"62e02b1ed5b0fbc1b1dc09e7","Elbow",3,"String",1,"Tape",1,"middle",FALSE,"left",TRUE,2,FALSE,FALSE,TRUE,"left","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"5ecf9b46617a9b3dd56b3fe3","Popsicle",2,"Tummy",4,"Watch",4,"middle",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"left","middle",TRUE
"590b3401182caf0001ab5801","Crown",3,"Popsicle",5,"Chips",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"65c11389b0d2ba8e63cb8b22","Hoop",1,"Umbrella",5,"Peas",5,"middle",FALSE,"middle",FALSE,2,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5d15160539eeea001683830c","Soup",1,"Dolls",5,"Monkey",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"6620b6a209127dafd5b2dfb9","Nose",1,"Rock",5,"Yogurt",5,"left",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"right","left",FALSE
"56c65a5a305eaa0005f2a634","Umbrella",2,"Computer",3,"Blocks",3,"right",FALSE,"right",TRUE,2,TRUE,FALSE,FALSE,"right","middle",TRUE,FALSE,FALSE,"right","right",FALSE
"59fb1518b47dfc0001b6659b","Snow",2,"Toothpaste",3,"Glue",3,"left",FALSE,"middle",TRUE,2,FALSE,TRUE,FALSE,"middle","middle",FALSE,TRUE,FALSE,"middle","left",FALSE
"602c0fc2eff74b4748e9b41e","Popcorn",4,"Flashlight",5,"Scooter",5,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"5bcc98d1db645700015222b5","Bed",4,"Sink",2,"Belt",2,"left",FALSE,"left",TRUE,2,TRUE,FALSE,FALSE,"left","right",TRUE,FALSE,FALSE,"left","left",FALSE
"6773e6e6b205d22a2e097735","Shampoo",4,"Carrots",4,"Camera",4,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"67505c42a18c872bab88ed42","Dog",5,"String",2,"Button",2,"right",FALSE,"right",FALSE,2,FALSE,FALSE,TRUE,"middle","left",TRUE,FALSE,FALSE,"right","right",FALSE
"62a1e021702679d27813a3e2","Fork",2,"Flower",3,"Tummy",3,"right",FALSE,"left",FALSE,2,FALSE,FALSE,TRUE,"middle","left",FALSE,TRUE,FALSE,"left","right",FALSE
"639f294882a3797f77a3dd81","Bed",4,"Airplane",1,"Hanger",1,"middle",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"left","left",FALSE,FALSE,TRUE,"right","middle",FALSE
"654bc148c95bca00d541ec33","Hot Dog",2,"Grapes",1,"Bed",1,"middle",TRUE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"5d23460ad4c57900192b129c","Napkin",3,"Cookies",2,"Mouth",2,"middle",FALSE,"left",TRUE,2,FALSE,TRUE,FALSE,"left","left",FALSE,TRUE,FALSE,"left","middle",FALSE
"67673cda94b4d0cf1a6a7382","Duck",3,"Flashlight",5,"Monkey",5,"left",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"left","left",FALSE
"5c4f5967aac8be0001716a65","Chalk",1,"Pancakes",5,"Wagon",5,"right",FALSE,"middle",FALSE,2,TRUE,FALSE,FALSE,"right","left",FALSE,FALSE,TRUE,"middle","right",FALSE
"67758c9a30d6819221153393","Lion",4,"Clown",4,"Toy",4,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","right",TRUE,FALSE,FALSE,"middle","middle",FALSE
"66b37344796f45313433abc8","Rabbit",1,"Wing",4,"Chair",4,"right",FALSE,"middle",FALSE,2,TRUE,FALSE,FALSE,"right","middle",FALSE,TRUE,FALSE,"middle","right",FALSE
"632096b5574155e8727c50cc","Swimsuit",1,"Pirate",5,"Popcorn",5,"left",FALSE,"right",FALSE,2,TRUE,FALSE,FALSE,"left","right",FALSE,TRUE,FALSE,"right","left",FALSE
"66dcc0e54f44ccecf2730c76","Fly",3,"Sweater",3,"Goal",3,"middle",FALSE,"middle",TRUE,2,TRUE,FALSE,FALSE,"middle","left",TRUE,FALSE,FALSE,"middle","middle",TRUE
"60fac7ec133b6bf250d6d668","House",1,"Butterfly",4,"Button",4,"left",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"right","right",TRUE,FALSE,FALSE,"left","left",FALSE
"5e459f61418f610891628564","Pot",4,"Heart",1,"Shovel",1,"middle",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"right","right",FALSE,FALSE,TRUE,"left","middle",FALSE
"5e89ec793c01b3685a00bb12","Bowl",4,"Diaper",4,"Bike",4,"middle",FALSE,"middle",FALSE,2,FALSE,TRUE,FALSE,"left","left",TRUE,FALSE,FALSE,"middle","middle",FALSE
"631d197eba06364cbea7fab2","Brush",1,"Hair",5,"Cookies",5,"right",FALSE,"left",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",FALSE,FALSE,TRUE,"left","right",TRUE
"66fd3f6c93c24ecc119be354","Video Tape",1,"Microphone",5,"Pizza",5,"right",FALSE,"right",TRUE,2,TRUE,FALSE,FALSE,"right","left",TRUE,FALSE,FALSE,"right","right",TRUE
"5af1a4bc6e136b0001411714","Pen",5,"Spider",4,"Bathtub",4,"right",FALSE,"right",FALSE,2,FALSE,TRUE,FALSE,"middle","middle",TRUE,FALSE,FALSE,"right","right",FALSE
